Book title,average_rating
"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",4.25
Solaris,3.97
"Forever Mine (The Moreno Brothers, #1)",3.88
"Orphan X (Orphan X, #1)",4.08
The Pacific,4.09
Ancillary Mercy (Imperial Radch #3),4.2
"Club Dead (Sookie Stackhouse, #3)",4.03
The Missing Piece,4.27
Ghettoside: A True Story of Murder in America,4.12
Libra,3.98
The Perfume Collector,3.97
"Lirael (Abhorsen, #2)",4.29
"The Way of Kings, Part 1 (The Stormlight Archive #1.1)",4.67
Have Space Suit—Will Travel,3.89
"The Vor Game (Vorkosigan Saga, #6)",4.28
"Hollow City (Miss Peregrine’s Peculiar Children, #2)",4.07
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",4.04
Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,3.85
"Runaways, Vol. 1: Pride and Joy (Runaways, #1)",4.02
"Henry Huggins (Henry Huggins, #1)",3.97
The Hobbit,4.25
"Violets Are Blue (Alex Cross, #7)",3.94
"The Shadow Rising (Wheel of Time, #4)",4.21
"Smooth Talking Stranger (Travises, #3)",4.17
"The Rook (The Checquy Files, #1)",4.12
"Carry On, Mr. Bowditch",4.11
"Rose Under Fire (Code Name Verity, #2)",4.13
"The Lions of Lucerne (Scot Harvath, #1)",4.04
The False Prince (The Ascendance Trilogy #1),4.22
"What Katy Did (Carr Family, #1)",3.89
La Dame aux Camélias,3.97
"Welcome to the Jungle (The Dresden Files, #0.5)",4.09
The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,3.92
"Independent Study (The Testing, #2)",3.97
Hideaway,3.82
"This Side of the Grave (Night Huntress, #5)",4.28
"Kushiel's Justice (Imriel's Trilogy, #2)",4.24
Lon Po Po: A Red-Riding Hood Story from China,4.03
Swan Song,4.28
"Danse Macabre (Anita Blake, Vampire Hunter, #14)",3.81
"Stand Tall, Molly Lou Melon",4.39
Homer's Odyssey,4.18
Ugly Love,4.3
"Rose in Bloom (Eight Cousins, #2)",4.03
The Pioneer Woman: Black Heels to Tractor Wheels,3.81
Where the Wild Things Are,4.22
Sleep Tight,3.98
A Bite to Remember (Argeneau #5),4.23
Matilda,4.29
"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",3.85
"Sun and Moon, Ice and Snow",3.97
ESV Study Bible,4.76
"The Unwanted Wife (Unwanted, #1)",3.94
"The Air He Breathes (Elements, #1)",4.2
Chapterhouse: Dune (Dune Chronicles #6),3.89
"Magician: Apprentice (The Riftwar Saga, #1)",4.17
The Silver Palate Cookbook,4.06
"Brotherhood in Death (In Death, #42)",4.35
"Paladin of Souls (World of the Five Gods, #2)",4.13
"Storm Front (The Dresden Files, #1)",4.02
Cradle and All,3.87
A Gentleman in Moscow,4.37
"The Bet (The Bet, #1)",3.85
"The Sweet Far Thing (Gemma Doyle, #3)",3.97
"Turn Coat (The Dresden Files, #11)",4.45
"Clockwork Prince (The Infernal Devices, #2)",4.46
Better: A Surgeon's Notes on Performance,4.19
"Preacher, Volume 1: Gone to Texas",4.16
"The Throne of Fire (Kane Chronicles, #2)",4.2
"The Secret of the Old Clock (Nancy Drew, #1)",3.98
Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3.99
Two Boys Kissing,4.11
"The Uplift War (The Uplift Saga, #3)",4.06
Buddenbrooks: The Decline of a Family,4.13
"Grip of the Shadow Plague (Fablehaven, #3)",4.26
"Dark Lover (Black Dagger Brotherhood, #1)",4.21
"The Maze Runner (Maze Runner, #1)",4.02
On the Genealogy of Morals,4.1
"The Queen's Poisoner (Kingfountain, #1)",4.07
"Bleach, Volume 03",4.31
Stormy Weather,3.94
"The Scions of Shannara (Heritage of Shannara, #1)",3.97
Small Great Things,4.35
The Divine Comedy,4.06
"A Certain Slant of Light (Light, #1)",3.83
"Unravel Me (Shatter Me, #2)",4.28
The Magic of Recluce (The Saga of Recluce #1),3.84
Pygmalion and Three Other Plays,4.01
"Ransom (Highlands' Lairds, #2)",4.33
"Mitosis (The Reckoners, #1.5)",3.87
West Side Story,4.12
"Cometh the Hour (The Clifton Chronicles, #6)",4.13
The Pragmatic Programmer: From Journeyman to Master,4.31
"Written in My Own Heart's Blood (Outlander, #8)",4.5
The Berenstain Bears and the Messy Room,4.16
"The Dead of Night (The 39 Clues: Cahills vs. Vespers, #3)",4.16
Leonardo's Notebooks,3.97
"Black: The Birth of Evil (The Circle, #1)",4.21
"Twisted (Tangled, #2)",4.04
"The Mystery Knight (The Tales of Dunk and Egg, #3)",4.2
"The Rising (Darkness Rising, #3)",4.13
"Noughts & Crosses (Noughts & Crosses, #1)",4.23
The High King (The Chronicles of Prydain #5),4.26
"The Dream Thieves (The Raven Cycle, #2)",4.27
Judge & Jury,3.98
"Dicey's Song (Tillerman Cycle, #2)",3.94
"Black Butler, Vol. 3 (Black Butler, #3)",4.53
"Memories of Ice (The Malazan Book of the Fallen, #3)",4.39
Learned Optimism: How to Change Your Mind and Your Life,3.98
"Path of the Assassin (Scot Harvath, #2)",4.17
"Faking It (Losing It, #2)",3.96
"Secrets of the Dragon Sanctuary (Fablehaven, #4)",4.35
"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",3.89
Hafalan Shalat Delisa,4.2
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1
"Blood Kiss (Black Dagger Legacy, #1)",4.35
Now You See Her,3.98
"Persepolis: The Story of a Childhood (Persepolis, #1)",4.23
Black Holes and Baby Universes,4.09
Dress Your Family in Corduroy and Denim,4.08
Griffin and Sabine (Griffin & Sabine #1),4.01
"Look to Windward (Culture, #7)",4.16
"Eleven on Top (Stephanie Plum, #11)",4.15
"Rumors of War (Children of the Promise, #1)",4.25
"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",4.27
Guess How Much I Love You,4.36
The Seven Storey Mountain,4.16
"Dance Upon the Air (Three Sisters Island, #1)",4.19
The Art of War,3.95
Make Way for Ducklings,4.21
Frida Kahlo: 1907-1954 Pain and Passion,4.15
A Walk in the Woods,4.05
Os Maias,3.99
"Every Which Way But Dead (The Hollows, #3)",4.29
The Selected Poetry of Rainer Maria Rilke,4.4
Trouble,4.0
Ironweed,3.86
"Rise of Empire (The Riyria Revelations, #3-4)",4.35
"Burning For Revenge (Tomorrow, #5)",4.18
Disgrace,3.83
The Day Jimmy's Boa Ate the Wash,4.16
"Big Stone Gap (Big Stone Gap, #1)",3.86
Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,3.98
The 48 Laws of Power,4.18
West with the Night,4.18
Helter Skelter: The True Story of the Manson Murders,4.0
We the Living,3.89
"Naked (The Blackstone Affair, #1)",4.02
"Connected (Connections, #1)",4.11
Faust: First Part,3.93
1491: New Revelations of the Americas Before Columbus,4.01
Fourth of July Creek,3.83
"Rise of a Merchant Prince (The Serpentwar Saga, #2)",4.02
The Double Helix,3.87
Appointment in Samarra,3.83
"The Sins of the Father (The Clifton Chronicles, #2)",4.01
The Complete Persepolis,4.36
Keep Holding On,3.85
"Bloody Jack (Bloody Jack, #1)",4.11
A Place Called Freedom,3.87
Hide and Seek,4.1
"Mercy Blade (Jane Yellowrock, #3)",4.21
"12th of Never (Women's Murder Club, #12)",3.99
"Spider Bones (Temperance Brennan, #13)",3.9
"Antrax (Voyage of the Jerle Shannara, #2)",3.94
Velocity,3.85
"An Echo in the Darkness (Mark of the Lion, #2)",4.6
"First to Kill (Nathan McBride, #1)",4.03
Birdsong,4.07
"Magician: Master (The Riftwar Saga, #2)",4.25
Social Intelligence: The New Science of Human Relationships,3.97
Evergreen,3.98
Chasing Fire,4.09
The Smoke Jumper,4.05
Kiss an Angel,4.21
If You Could See Me Now,3.84
A Sand County Almanac and Sketches Here and There,4.24
Crocodile on the Sandbank (Amelia Peabody #1),4.02
"Shelter (Mickey Bolitar, #1)",3.92
"The Innocent (Will Robie, #1)",4.1
"The Next Always (Inn BoonsBoro, #1)",4.11
"The Path to Power (The Years of Lyndon Johnson, #1)",4.42
"Whispers Under Ground (Peter Grant, #3)",4.16
The Namesake,3.96
"Perfect (Impulse, #2)",4.35
"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",3.97
"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",4.26
Stone Mattress: Nine Tales,3.93
"Arrow's Flight (Heralds of Valdemar, #2)",4.13
Notes from Underground,4.15
"Erak's Ransom (Ranger's Apprentice, #7)",4.31
The Stranger Beside Me: Ted Bundy The Shocking Inside Story,4.13
Black Lies,4.32
Apt Pupil,3.83
"Shades of Earth (Across the Universe, #3)",4.11
The Tell-Tale Heart,4.22
"Death Note, Vol. 1: Boredom (Death Note, #1)",4.42
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,3.86
"L is for Lawless (Kinsey Millhone, #12)",3.91
I Can Read With My Eyes Shut!,4.17
A Short History of Nearly Everything,4.19
"Forever Princess (The Princess Diaries, #10)",4.08
Avatar Volume 1: The Last Airbender (Avatar #1),4.52
Silk,3.82
The Crossover,4.22
Ina May's Guide to Childbirth,4.42
The Science of Getting Rich,4.18
"Goddess (Starcrossed, #3)",4.24
Darkness at Noon,4.06
Stumbling on Happiness,3.82
"Judy Moody (Judy Moody, # 1)",3.92
"You Were Mine (Rosemary Beach, #9)",4.26
"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",4.25
"Bone: Quest for the Spark, Vol. 1",4.33
Citizen: An American Lyric,4.3
"Running Blind (Jack Reacher, #4)",4.08
"Dragon Actually (Dragon Kin, #1)",3.96
"Anne of Ingleside (Anne of Green Gables, #6)",4.05
"Found (The Missing, #1)",3.97
"The Long Goodbye (Philip Marlowe, #6)",4.23
"Accidentally on Purpose (Accidentally on Purpose, #1)",3.94
"The Fate of Ten (Lorien Legacies, #6)",4.32
"Raven Rise (Pendragon, #9)",4.2
"Heartstone (Matthew Shardlake, #5)",4.31
Moab Is My Washpot (Memoir #1),3.98
"The Heroes (First Law World, #5)",4.26
Twelve Angry Men,4.07
"Broken (Women of the Otherworld, #6)",4.19
Cat's Eye,3.92
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",4.12
"Personal (Jack Reacher, #19)",3.9
"Sandstorm (Sigma Force, #1)",3.94
Being and Time,3.99
"Heartless (Parasol Protectorate, #4)",4.07
"Dirty English (English, #1)",3.95
"Cat Among the Pigeons (Hercule Poirot, #32)",3.82
Swimmy,4.13
"The Lost Saint (The Dark Divine, #2)",4.04
Black Hawk Down,4.28
Dry,4.01
"The Mapping of Love and Death (Maisie Dobbs, #7)",4.19
"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",3.9
Mr. Brown Can Moo! Can You?,4.11
"Now We Are Six (Winnie-the-Pooh, #4)",4.38
"Bloodline (Sigma Force, #8)",4.23
Major Pettigrew's Last Stand,3.87
Reasons to Stay Alive,4.17
The All-Girl Filling Station's Last Reunion,3.97
"Key of Light (Key Trilogy, #1)",4.16
"Undead and Unemployed (Undead, #2)",3.93
Magic Hour,4.1
Out,3.93
I Am Ozzy,4.05
"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",4.44
Luna,3.86
"The Mephisto Club (Rizzoli & Isles, #6)",4.01
The Great Train Robbery,3.84
"Rainbow Boys (Rainbow Trilogy, #1)",3.85
The Blue Castle ,4.23
"Night Play (Dark-Hunter #5, Were-Hunter #1)",4.36
"Nevermore (Maximum Ride, #8)",3.88
Genghis Khan and the Making of the Modern World,4.01
Strangers,3.98
"Happy, Happy, Happy",4.06
The Fannie Farmer Cookbook: Anniversary,4.1
"A Fatal Grace (Chief Inspector Armand Gamache, #2)",4.11
"Rendezvous with Rama (Rama, #1)",4.06
Daughter of the Blood (The Black Jewels #1),4.12
Daytripper,4.31
"Say Goodbye (Quincy & Rainie, #6)",4.12
"The Charlemagne Pursuit (Cotton Malone, #4)",3.88
"This World We Live In (Last Survivors, #3)",3.81
"Crush (Crush, #1)",3.97
"Day of Doom (The 39 Clues: Cahills vs. Vespers, #6)",4.13
"First Frost (Waverley Family, #2)",3.95
All Things Bright and Beautiful (All Creatures Great and Small),4.3
Please Stop Laughing at Me... One Woman's Inspirational Story,3.84
Manufacturing Consent: The Political Economy of the Mass Media,4.22
"Hero (Hero, #1)",4.1
"The Unwanteds (Unwanteds, #1)",4.07
It's a Magical World: A Calvin and Hobbes Collection,4.75
Angels Fall,3.98
"Quicksilver (The Baroque Cycle, #1)",3.92
The Accident,3.93
"River Marked (Mercy Thompson, #6)",4.26
"Shadows Linger (The Chronicles of the Black Company, #2)",4.15
El túnel,4.04
"The Republic of Thieves (Gentleman Bastard, #3)",4.23
Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,3.96
The Woods,4.04
The Metamorphosis and Other Stories,4.01
"Rock Me (Ross Siblings, #2)",4.09
"Shadow of a Dark Queen (The Serpentwar Saga, #1)",4.02
"Dead to the World (Sookie Stackhouse, #4)",4.13
The Day the Crayons Quit,4.41
"The Unidentified Redhead (Redhead, #1)",4.04
Fifth Business,4.04
"Silken Prey (Lucas Davenport, #23)",4.16
Antifragile: Things That Gain from Disorder,4.04
"The Scar (Bas-Lag, #2)",4.15
"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",4.23
"Frog and Toad All Year (Frog and Toad, #3)",4.34
"A Monstrous Regiment of Women (Mary Russell, #2)",4.04
"Rock with Me (With Me in Seattle, #4)",4.3
يوتوبيا,3.9
"The Queen of Attolia (The Queen's Thief, #2)",4.23
"A Bear Called Paddington (Paddington, #1)",4.21
"Garden Spells (Waverley Family, #1)",4.06
"Blue is for Nightmares (Blue is for Nightmares, #1)",3.81
"Ross Poldark (Poldark, #1)",4.11
"Shadows (Lux, #0.5)",4.16
The Shell Seekers,4.13
Suite Française,3.82
"The Escape (John Puller, #3)",4.14
"Beautiful Beginning (Beautiful Bastard, #3.5)",4.24
Visions of Heat (Psy-Changeling #2),4.13
Strangers on a Train,3.82
"Breakable (Contours of the Heart, #2)",4.06
"Parts (Parts, #1)",4.25
Zoya,3.95
"Dragon Wing (The Death Gate Cycle, #1)",3.93
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,4.09
A Tree Grows in Brooklyn,4.24
Alexander Hamilton,4.26
Pete the Cat: I Love My White Shoes,4.41
"An Ember in the Ashes (An Ember in the Ashes, #1)",4.32
"Hide (Detective D.D. Warren, #2)",4.14
"Leviathan Wakes (The Expanse, #1)",4.2
Autobiography of a Face,3.96
The Liar,3.95
Celebration of Discipline: The Path to Spiritual Growth,4.18
"Charmed Life (Chrestomanci, #1)",3.95
"Airborn (Matt Cruse, #1)",4.16
All Souls: A Family Story from Southie,4.07
"Through the Ever Night (Under the Never Sky, #2)",4.17
"Hard Bitten (Chicagoland Vampires, #4)",4.17
The Brothers Lionheart,4.35
Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,4.12
"DC: The New Frontier, Volume 1",4.17
Nothing Lasts Forever,3.82
"Kaleidoscope Hearts (Hearts, #1)",4.06
"Eight Cousins (Eight Cousins, #1)",4.02
The Running Dream,4.3
"The Wind Singer (Wind on Fire, #1)",3.84
"My Blood Approves (My Blood Approves, #1)",3.83
"The City of Mirrors (The Passage, #3)",4.2
Superman: Birthright,4.12
"On Her Majesty's Secret Service (James Bond, #11)",3.94
"Forsaken (The Demon Trappers, #1)",4.0
"The Riddle (The Books of Pellinor, #2)",4.1
The Consolations of Philosophy,3.99
Napalm & Silly Putty,4.12
"Wizard's First Rule (Sword of Truth, #1)",4.13
"Angels in America, Part Two: Perestroika",4.26
"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",4.13
"Succubus Blues (Georgina Kincaid, #1)",3.94
"Attack on Titan: No Regrets, Volume 01",4.52
You're Never Weird on the Internet (Almost),4.14
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3.97
Coming Clean,3.88
Juliet,3.9
Winter in Tokyo,4.06
Half the Sky: Turning Oppression into Opportunity for Women Worldwide,4.31
Each Peach Pear Plum,4.24
"The Magic Thief (Magic Thief, #1)",3.94
My Sister's Grave (Tracy Crosswhite #1),4.0
"Toll the Hounds (The Malazan Book of the Fallen, #8)",4.33
"This Savage Song (Monsters of Verity, #1)",4.14
The Last Lecture,4.25
"Anne of the Island (Anne of Green Gables, #3)",4.21
الجزار,4.11
All Over But the Shoutin',4.09
Influencer: The Power to Change Anything,3.98
Willing Captive,4.11
"Dragonheart (Pern, #21)",4.14
"Squire (Protector of the Small, #3)",4.27
"Sorceress of Darshiva (The Malloreon, #4)",4.09
The Omen,3.99
"The Naming (The Books of Pellinor, #1)",4.0
"The Lost Gate (Mither Mages, #1)",3.82
"Lake in the Clouds (Wilderness, #3)",4.31
Missing You,3.95
The Demigod Files (Percy Jackson and the Olympians),4.04
"Sizzling Sixteen (Stephanie Plum, #16)",3.93
This is Not My Hat,4.23
The Dot,4.26
The Red and the Black,3.87
The Curious Incident of the Dog in the Night-Time,3.85
"The Burning Wire (Lincoln Rhyme, #9)",4.04
Up Country,3.99
Ham on Rye,4.16
Five Little Monkeys Jumping on the Bed,4.09
"Full Moon o Sagashite, Vol. 1",4.06
I Am America (And So Can You!),3.91
The Other Daughter,3.99
"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",4.07
Unveiled: Tamar (Lineage of Grace #1),4.26
"The Remnant (Left Behind, #10)",4.01
The Godfather,4.36
Suttree,4.18
"Imitation in Death (In Death, #17)",4.34
"The Walking Dead, Vol. 07: The Calm Before",4.27
Mosquitoland,3.92
"The Rogue (Traitor Spy Trilogy, #2)",4.02
Home Front,4.12
The Puppet Masters,3.86
The Pursuit of God,4.38
"Finale (Hush, Hush, #4)",4.22
The Botany of Desire: A Plant's-Eye View of the World,4.05
Call Me by Your Name,4.13
"Plague (Gone, #4)",4.18
"Miecz przeznaczenia (Saga o Wiedźminie, #2)",4.4
Seize the Night (Dark-Hunter #6),4.36
If You Give a Moose a Muffin,4.17
"Haroun and the Sea of Stories (Khalifa Brothers, #1)",4.01
"Sweet Reckoning (Sweet, #3)",4.35
What We Keep ,3.91
Amelia Bedelia  (Amelia Bedelia #1),4.15
"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",4.22
"Perfect Shadow (Night Angel, #0.5)",4.18
The Tale of Despereaux,4.0
Orlando,3.86
"Wethering the Storm (The Storm, #2)",4.33
The Irresistible Revolution: Living as an Ordinary Radical,4.07
Jamaica Inn,3.85
The Three Pigs,4.15
"Shock Wave (Virgil Flowers, #5)",4.19
"Murder at the Vicarage (Miss Marple, #1)",4.03
The First Wives Club,3.87
The Complete Adventures of Curious George,4.23
"Into the Deep (Into the Deep, #1)",4.09
Pippi in the South Seas,4.1
The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),4.31
"The Amulet of Samarkand (Bartimaeus, #1)",3.99
"The Gods of War (Emperor, #4)",4.29
The Lord of the Rings Sketchbook,4.26
"Lumberjanes, Vol. 1: Beware the Kitten Holy",3.94
The Cost of Discipleship,4.35
"Lead (Stage Dive, #3)",4.32
"Staked (The Iron Druid Chronicles, #8)",4.23
The Dark Is Rising Sequence  (The Dark Is Rising #1-5),4.29
Season of Mists (The Sandman #4),4.54
Cooked: A Natural History of Transformation,3.98
No One Writes to the Colonel and Other Stories,3.86
"Dust of Dreams (The Malazan Book of the Fallen, #9)",4.31
"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",4.19
"Winger (Winger, #1)",4.08
Bone: The Complete Edition,4.42
Carmilla,3.83
"Screw It, Let's Do It: Lessons In Life",3.93
"Chasing the Prophecy (Beyonders, #3)",4.35
Owen,4.25
"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",3.89
The Testament,3.83
The Fog,3.87
"Noble House (Asian Saga, #5)",4.23
The Children of Húrin,3.94
"Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.23
"InuYasha: Turning Back Time (InuYasha, #1)",4.26
The Overcoat,4.12
The Tell-Tale Heart and Other Writings,4.15
"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",4.23
"The Affair (Jack Reacher, #16)",4.11
The Feminine Mystique,3.85
"Storm Warning (The 39 Clues, #9)",3.98
The Picture of Dorian Gray: A Graphic Novel,4.12
"Guards! Guards! (Discworld, #8)",4.32
Blink,4.17
American Psycho,3.81
"Taking Shots (Assassins, #1)",3.95
The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism,3.81
A Grown-Up Kind of Pretty,3.93
"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",4.13
I Am Legend and Other Stories,3.99
Cutting for Stone,4.28
"Searching for Dragons (Enchanted Forest Chronicles, #2)",4.25
"Nevermore (Nevermore, #1)",3.87
"The Crown of Embers (Fire and Thorns, #2)",4.2
Preach My Gospel: A Guide To Missionary Service,4.71
"Bakuman, Band 1: Traum und Realität",4.18
"The Will (Magdalene, #1)",4.3
Krakatoa: The Day the World Exploded,3.86
"The Bourbon Kings (The Bourbon Kings, #1)",3.87
The Woodlanders,3.82
Pictures of Hollis Woods,4.0
"The Goddess Test (Goddess Test, #1)",3.83
